id,label
6927,dog
6928,bird
6929,dog
6930,airplane
6931,dog
6932,truck
6933,airplane
6934,frog
6935,horse
6936,truck
6937,ship
6938,cat
6939,bird
6940,automobile
6941,deer
6942,bird
6943,deer
6944,dog
6945,dog
6946,frog
6947,ship
6948,frog
6949,airplane
6950,ship
6951,truck
6952,ship
6953,truck
6954,airplane
6955,horse
6956,frog
6957,frog
6958,airplane
6959,dog
6960,truck
6961,ship
6962,horse
6963,truck
6964,dog
6965,frog
6966,bird
6967,deer
6968,ship
6969,frog
6970,airplane
6971,truck
6972,automobile
6973,horse
6974,truck
6975,ship
6976,cat
6977,horse
6978,deer
6979,deer
6980,ship
6981,bird
6982,automobile
6983,truck
6984,automobile
6985,ship
6986,cat
6987,ship
6988,bird
6989,horse
6990,cat
6991,automobile
6992,deer
6993,dog
6994,deer
6995,automobile
6996,airplane
6997,horse
6998,ship
6999,ship
7000,ship
7001,automobile
7002,frog
7003,horse
7004,dog
7005,automobile
7006,frog
7007,truck
7008,automobile
7009,frog
7010,airplane
7011,horse
7012,horse
7013,automobile
7014,cat
7015,dog
7016,dog
7017,automobile
7018,airplane
7019,bird
7020,horse
7021,truck
7022,bird
7023,bird
7024,truck
7025,frog
7026,frog
7027,dog
7028,truck
7029,deer
7030,ship
7031,airplane
7032,deer
7033,ship
7034,airplane
7035,truck
7036,cat
7037,horse
7038,airplane
7039,deer
7040,airplane
7041,airplane
7042,ship
7043,frog
7044,deer
7045,cat
7046,truck
7047,ship
7048,bird
7049,bird
7050,ship
7051,cat
7052,automobile
7053,automobile
7054,bird
7055,ship
7056,bird
7057,frog
7058,truck
7059,frog
7060,ship
7061,frog
7062,frog
7063,automobile
7064,dog
7065,bird
7066,frog
7067,truck
7068,airplane
7069,airplane
7070,horse
7071,automobile
7072,ship
7073,truck
7074,cat
7075,truck
7076,truck
7077,airplane
7078,horse
7079,horse
7080,dog
7081,deer
7082,bird
7083,frog
7084,deer
7085,dog
7086,horse
7087,horse
7088,ship
7089,horse
7090,dog
7091,frog
7092,bird
7093,bird
7094,deer
7095,deer
7096,airplane
7097,horse
7098,automobile
7099,dog
7100,truck
7101,frog
7102,airplane
7103,airplane
7104,dog
7105,airplane
7106,ship
7107,frog
7108,bird
7109,deer
7110,cat
7111,dog
7112,airplane
7113,truck
7114,automobile
7115,airplane
7116,airplane
7117,frog
7118,dog
7119,airplane
7120,horse
7121,truck
7122,truck
7123,frog
7124,dog
7125,dog
7126,airplane
7127,dog
7128,cat
7129,automobile
7130,frog
7131,frog
7132,deer
7133,automobile
7134,bird
7135,deer
7136,automobile
7137,dog
7138,airplane
7139,airplane
7140,deer
7141,dog
7142,ship
7143,deer
7144,ship
7145,dog
7146,airplane
7147,dog
7148,airplane
7149,dog
7150,frog
7151,automobile
7152,frog
7153,horse
7154,ship
7155,truck
7156,automobile
7157,dog
7158,horse
7159,frog
7160,dog
7161,dog
7162,dog
7163,frog
7164,airplane
7165,airplane
7166,automobile
7167,horse
7168,cat
7169,automobile
7170,truck
7171,bird
7172,cat
7173,automobile
7174,frog
7175,horse
7176,ship
7177,horse
7178,airplane
7179,truck
7180,frog
7181,frog
7182,ship
7183,dog
7184,dog
7185,ship
7186,bird
7187,horse
7188,deer
7189,airplane
7190,bird
7191,horse
7192,horse
7193,ship
7194,ship
7195,horse
7196,airplane
7197,deer
7198,truck
7199,automobile
7200,deer
7201,deer
7202,dog
7203,dog
7204,deer
7205,frog
7206,bird
7207,cat
7208,automobile
7209,airplane
7210,cat
7211,cat
7212,cat
7213,frog
7214,dog
7215,automobile
7216,bird
7217,ship
7218,truck
7219,horse
7220,truck
7221,cat
7222,ship
7223,horse
7224,horse
7225,automobile
7226,horse
7227,horse
7228,ship
7229,bird
7230,bird
7231,ship
7232,truck
7233,dog
7234,truck
7235,bird
7236,automobile
7237,horse
7238,deer
7239,deer
7240,airplane
7241,dog
7242,frog
7243,automobile
7244,dog
7245,deer
7246,bird
7247,ship
7248,bird
7249,truck
7250,ship
7251,horse
7252,ship
7253,deer
7254,bird
7255,cat
7256,deer
7257,airplane
7258,dog
7259,deer
7260,automobile
7261,ship
7262,bird
7263,dog
7264,deer
7265,cat
7266,bird
7267,dog
7268,cat
7269,horse
7270,truck
7271,horse
7272,automobile
7273,deer
7274,truck
7275,cat
7276,automobile
7277,deer
7278,dog
7279,dog
7280,automobile
7281,horse
7282,automobile
7283,horse
7284,truck
7285,automobile
7286,bird
7287,dog
7288,horse
7289,airplane
7290,frog
7291,cat
7292,dog
7293,horse
7294,dog
7295,dog
7296,ship
7297,truck
7298,deer
7299,frog
7300,cat
7301,frog
7302,frog
7303,ship
7304,bird
7305,frog
7306,deer
7307,ship
7308,deer
7309,automobile
7310,cat
7311,truck
7312,dog
7313,cat
7314,cat
7315,airplane
7316,automobile
7317,frog
7318,frog
7319,bird
7320,ship
7321,bird
7322,deer
7323,deer
7324,automobile
7325,deer
7326,deer
7327,deer
7328,deer
7329,automobile
7330,dog
7331,dog
7332,horse
7333,frog
7334,dog
7335,deer
7336,dog
7337,frog
7338,dog
7339,frog
7340,bird
7341,deer
7342,horse
7343,horse
7344,frog
7345,frog
7346,dog
7347,airplane
7348,bird
7349,cat
7350,truck
7351,frog
7352,cat
7353,ship
7354,airplane
7355,horse
7356,airplane
7357,frog
7358,ship
7359,automobile
7360,bird
7361,ship
7362,truck
7363,automobile
7364,dog
7365,deer
7366,bird
7367,dog
7368,dog
7369,dog
7370,cat
7371,frog
7372,dog
7373,airplane
7374,cat
7375,bird
7376,automobile
7377,cat
7378,cat
7379,horse
7380,horse
7381,deer
7382,truck
7383,deer
7384,dog
7385,truck
7386,dog
7387,automobile
7388,horse
7389,frog
7390,frog
7391,deer
7392,ship
7393,dog
7394,automobile
7395,bird
7396,ship
7397,frog
7398,bird
7399,dog
7400,dog
7401,cat
7402,truck
7403,cat
7404,ship
7405,horse
7406,bird
7407,truck
7408,frog
7409,ship
7410,deer
7411,dog
7412,truck
7413,automobile
7414,ship
7415,cat
7416,truck
7417,cat
7418,ship
7419,automobile
7420,deer
7421,dog
7422,deer
7423,frog
7424,truck
7425,bird
7426,horse
7427,bird
7428,airplane
7429,horse
7430,bird
7431,truck
7432,horse
7433,dog
7434,airplane
7435,horse
7436,airplane
7437,cat
7438,dog
7439,dog
7440,cat
7441,ship
7442,horse
7443,cat
7444,automobile
7445,frog
7446,automobile
7447,ship
7448,truck
7449,frog
7450,automobile
7451,truck
7452,deer
7453,horse
7454,airplane
7455,automobile
7456,horse
7457,bird
7458,dog
7459,ship
7460,dog
7461,truck
7462,automobile
7463,bird
7464,ship
7465,ship
7466,frog
7467,frog
7468,ship
7469,frog
7470,truck
7471,frog
7472,automobile
7473,automobile
7474,dog
7475,dog
7476,dog
7477,airplane
7478,horse
7479,frog
7480,automobile
7481,deer
7482,frog
7483,automobile
7484,automobile
7485,ship
7486,automobile
7487,automobile
7488,bird
7489,cat
7490,deer
7491,truck
7492,truck
7493,dog
7494,bird
7495,horse
7496,frog
7497,dog
7498,frog
7499,truck
7500,frog
7501,truck
7502,ship
7503,ship
7504,frog
7505,horse
7506,deer
7507,horse
7508,bird
7509,dog
7510,ship
7511,airplane
7512,truck
7513,airplane
7514,horse
7515,ship
7516,automobile
7517,bird
7518,cat
7519,ship
7520,deer
7521,bird
7522,truck
7523,airplane
7524,truck
7525,ship
7526,truck
7527,frog
7528,dog
7529,dog
7530,bird
7531,deer
7532,automobile
7533,airplane
7534,frog
7535,automobile
7536,automobile
7537,deer
7538,dog
7539,dog
7540,dog
7541,airplane
7542,ship
7543,truck
7544,airplane
7545,horse
7546,horse
7547,truck
7548,frog
7549,dog
7550,deer
7551,frog
7552,deer
7553,truck
7554,horse
7555,automobile
7556,bird
7557,dog
7558,bird
7559,automobile
7560,airplane
7561,cat
7562,cat
7563,truck
7564,ship
7565,automobile
7566,truck
7567,horse
7568,horse
7569,cat
7570,automobile
7571,frog
7572,automobile
7573,automobile
7574,cat
7575,ship
7576,ship
7577,automobile
7578,truck
7579,cat
7580,ship
7581,truck
7582,cat
7583,automobile
7584,automobile
7585,frog
7586,truck
7587,horse
7588,cat
7589,frog
7590,bird
7591,frog
7592,truck
7593,frog
7594,airplane
7595,automobile
7596,dog
7597,truck
7598,cat
7599,ship
7600,automobile
7601,ship
7602,bird
7603,truck
7604,automobile
7605,frog
7606,frog
7607,airplane
7608,dog
7609,truck
7610,horse
7611,frog
7612,horse
7613,truck
7614,deer
7615,frog
7616,airplane
7617,airplane
7618,cat
7619,dog
7620,automobile
7621,ship
7622,truck
7623,automobile
7624,bird
7625,horse
7626,automobile
7627,cat
7628,deer
7629,frog
7630,truck
7631,automobile
7632,airplane
7633,horse
7634,automobile
7635,truck
7636,dog
7637,ship
7638,ship
7639,truck
7640,truck
7641,horse
7642,truck
7643,ship
7644,dog
7645,airplane
7646,bird
7647,frog
7648,truck
7649,bird
7650,bird
7651,deer
7652,airplane
7653,ship
7654,deer
7655,ship
7656,automobile
7657,horse
7658,horse
7659,bird
7660,horse
7661,truck
7662,dog
7663,bird
7664,bird
7665,truck
7666,bird
7667,frog
7668,dog
7669,horse
7670,bird
7671,dog
7672,frog
7673,dog
7674,automobile
7675,ship
7676,bird
7677,frog
7678,ship
7679,frog
7680,dog
7681,airplane
7682,ship
7683,airplane
7684,airplane
7685,truck
7686,truck
7687,frog
7688,ship
7689,ship
7690,frog
7691,frog
7692,airplane
7693,horse
7694,truck
7695,ship
7696,airplane
7697,horse
7698,airplane
7699,truck
7700,frog
7701,airplane
7702,deer
7703,horse
7704,automobile
7705,horse
7706,truck
7707,ship
7708,bird
7709,cat
7710,truck
7711,deer
7712,dog
7713,dog
7714,cat
7715,automobile
7716,dog
7717,automobile
7718,airplane
7719,bird
7720,dog
7721,bird
7722,horse
7723,cat
7724,ship
7725,deer
7726,deer
7727,frog
7728,automobile
7729,truck
7730,deer
7731,automobile
7732,horse
7733,airplane
7734,automobile
7735,deer
7736,dog
7737,airplane
7738,bird
7739,truck
7740,deer
7741,dog
7742,airplane
7743,cat
7744,deer
7745,horse
7746,bird
7747,cat
7748,airplane
7749,automobile
7750,frog
7751,horse
7752,truck
7753,truck
7754,airplane
7755,horse
7756,dog
7757,frog
7758,horse
7759,automobile
7760,bird
7761,frog
7762,horse
7763,bird
7764,frog
7765,ship
7766,deer
7767,truck
7768,ship
7769,deer
7770,truck
7771,bird
7772,cat
7773,automobile
7774,airplane
7775,bird
7776,dog
7777,frog
7778,automobile
7779,dog
7780,ship
7781,dog
7782,ship
7783,dog
7784,bird
7785,bird
7786,truck
7787,dog
7788,frog
7789,cat
7790,ship
7791,frog
7792,truck
7793,ship
7794,dog
7795,dog
7796,ship
7797,frog
7798,cat
7799,truck
7800,airplane
7801,deer
7802,bird
7803,airplane
7804,dog
7805,truck
7806,truck
7807,cat
7808,ship
7809,airplane
7810,frog
7811,airplane
7812,bird
7813,dog
7814,horse
7815,ship
7816,deer
7817,frog
7818,truck
7819,automobile
7820,dog
7821,airplane
7822,bird
7823,horse
7824,automobile
7825,cat
7826,truck
7827,dog
7828,dog
7829,bird
7830,frog
7831,bird
7832,ship
7833,ship
7834,dog
7835,airplane
7836,airplane
7837,horse
7838,airplane
7839,deer
7840,automobile
7841,frog
7842,dog
7843,automobile
7844,truck
7845,bird
7846,frog
7847,horse
7848,frog
7849,airplane
7850,airplane
7851,airplane
7852,horse
7853,cat
7854,cat
7855,dog
7856,frog
7857,deer
7858,bird
7859,horse
7860,ship
7861,truck
7862,automobile
7863,airplane
7864,automobile
7865,cat
7866,frog
7867,deer
7868,ship
7869,airplane
7870,frog
7871,airplane
7872,truck
7873,automobile
7874,frog
7875,bird
7876,automobile
7877,airplane
7878,automobile
7879,cat
7880,airplane
7881,cat
7882,horse
7883,truck
7884,truck
7885,cat
7886,horse
7887,horse
7888,horse
7889,automobile
7890,frog
7891,frog
7892,truck
7893,automobile
7894,automobile
7895,deer
7896,bird
7897,airplane
7898,automobile
7899,horse
7900,airplane
7901,automobile
7902,bird
7903,automobile
7904,automobile
7905,cat
7906,deer
7907,frog
7908,truck
7909,truck
7910,cat
7911,bird
7912,airplane
7913,ship
7914,horse
7915,cat
7916,deer
7917,frog
7918,cat
7919,frog
7920,truck
7921,deer
7922,ship
7923,truck
7924,dog
7925,airplane
7926,dog
7927,horse
7928,bird
7929,airplane
7930,bird
7931,truck
7932,truck
7933,cat
7934,ship
7935,bird
7936,automobile
7937,automobile
7938,bird
7939,bird
7940,bird
7941,frog
7942,truck
7943,automobile
7944,bird
7945,frog
7946,automobile
7947,bird
7948,automobile
7949,ship
7950,truck
7951,bird
7952,bird
7953,automobile
7954,truck
7955,truck
7956,deer
7957,deer
7958,cat
7959,dog
7960,airplane
7961,cat
7962,airplane
7963,horse
7964,automobile
7965,horse
7966,horse
7967,automobile
7968,ship
7969,frog
7970,dog
7971,dog
7972,dog
7973,automobile
7974,frog
7975,bird
7976,horse
7977,ship
7978,deer
7979,horse
7980,cat
7981,dog
7982,truck
7983,ship
7984,ship
7985,dog
7986,automobile
7987,airplane
7988,frog
7989,cat
7990,airplane
7991,truck
7992,frog
7993,airplane
7994,airplane
7995,ship
7996,horse
7997,automobile
7998,bird
7999,frog
8000,truck
8001,automobile
8002,frog
8003,deer
8004,horse
8005,automobile
8006,truck
8007,airplane
8008,airplane
8009,dog
8010,bird
8011,ship
8012,cat
8013,ship
8014,bird
8015,ship
8016,deer
8017,airplane
8018,ship
8019,cat
8020,frog
8021,automobile
8022,bird
8023,cat
8024,airplane
8025,dog
8026,airplane
8027,deer
8028,automobile
8029,horse
8030,airplane
8031,airplane
8032,automobile
8033,cat
8034,truck
8035,automobile
8036,frog
8037,automobile
8038,frog
8039,automobile
8040,bird
8041,ship
8042,horse
8043,airplane
8044,truck
8045,dog
8046,truck
8047,airplane
8048,airplane
8049,automobile
8050,horse
8051,truck
8052,horse
8053,automobile
8054,truck
8055,bird
8056,automobile
8057,truck
8058,airplane
8059,cat
8060,frog
8061,airplane
8062,bird
8063,airplane
8064,airplane
8065,truck
8066,cat
8067,ship
8068,truck
8069,deer
8070,dog
8071,deer
8072,cat
8073,airplane
8074,horse
8075,ship
8076,horse
8077,dog
8078,horse
8079,dog
8080,deer
8081,frog
8082,dog
8083,truck
8084,cat
8085,bird
8086,truck
8087,bird
8088,horse
8089,truck
8090,frog
8091,horse
8092,airplane
8093,horse
8094,automobile
8095,bird
8096,cat
8097,automobile
8098,automobile
8099,cat
8100,frog
8101,ship
8102,cat
8103,horse
8104,horse
8105,airplane
8106,ship
8107,automobile
8108,dog
8109,frog
8110,frog
8111,dog
8112,cat
8113,frog
8114,cat
8115,cat
8116,truck
8117,ship
8118,deer
8119,ship
8120,ship
8121,airplane
8122,deer
8123,automobile
8124,horse
8125,ship
8126,deer
8127,truck
8128,cat
8129,bird
8130,frog
8131,cat
8132,ship
8133,ship
8134,frog
8135,horse
8136,cat
8137,ship
8138,automobile
8139,automobile
8140,dog
8141,cat
8142,horse
8143,truck
8144,truck
8145,truck
8146,ship
8147,dog
8148,truck
8149,truck
8150,frog
8151,ship
8152,ship
8153,frog
8154,ship
8155,automobile
8156,airplane
8157,automobile
8158,ship
8159,ship
8160,frog
8161,dog
8162,truck
8163,airplane
8164,frog
8165,automobile
8166,frog
8167,frog
8168,frog
8169,cat
8170,dog
8171,frog
8172,dog
8173,cat
8174,cat
8175,cat
8176,frog
8177,truck
8178,truck
8179,deer
8180,deer
8181,cat
8182,ship
8183,dog
8184,frog
8185,airplane
8186,ship
8187,dog
8188,horse
8189,ship
8190,deer
8191,frog
8192,dog
8193,cat
8194,automobile
8195,ship
8196,truck
8197,ship
8198,bird
8199,deer
8200,airplane
8201,cat
8202,frog
8203,cat
8204,cat
8205,bird
8206,horse
8207,horse
8208,ship
8209,frog
8210,airplane
8211,dog
8212,cat
8213,frog
8214,automobile
8215,automobile
8216,cat
8217,truck
8218,truck
8219,cat
8220,frog
8221,horse
8222,automobile
8223,ship
8224,cat
8225,truck
8226,truck
8227,horse
8228,ship
8229,ship
8230,airplane
8231,cat
8232,bird
8233,frog
8234,ship
8235,horse
8236,dog
8237,horse
8238,automobile
8239,ship
8240,horse
8241,cat
8242,dog
8243,deer
8244,deer
8245,dog
8246,ship
8247,frog
8248,automobile
8249,automobile
8250,frog
8251,cat
8252,frog
8253,bird
8254,ship
8255,truck
8256,ship
8257,cat
8258,cat
8259,ship
8260,automobile
8261,automobile
8262,airplane
8263,dog
8264,bird
8265,airplane
8266,dog
8267,airplane
8268,dog
8269,ship
8270,frog
8271,cat
8272,truck
8273,frog
8274,frog
8275,horse
8276,truck
8277,deer
8278,ship
8279,cat
8280,deer
8281,dog
8282,automobile
8283,automobile
8284,bird
8285,truck
8286,horse
8287,ship
8288,dog
8289,dog
8290,ship
8291,frog
8292,truck
8293,airplane
8294,ship
8295,airplane
8296,cat
8297,automobile
8298,bird
8299,cat
8300,frog
8301,dog
8302,cat
8303,ship
8304,automobile
8305,cat
8306,frog
8307,deer
8308,dog
8309,frog
8310,cat
8311,ship
8312,truck
8313,frog
8314,frog
8315,frog
8316,cat
8317,dog
8318,bird
8319,horse
8320,horse
8321,frog
8322,deer
8323,truck
8324,dog
8325,airplane
8326,dog
8327,horse
8328,horse
8329,ship
8330,dog
8331,bird
8332,truck
8333,automobile
8334,frog
8335,cat
8336,cat
8337,cat
8338,cat
8339,ship
8340,cat
8341,frog
8342,automobile
8343,cat
8344,horse
8345,truck
8346,frog
8347,automobile
8348,frog
8349,deer
8350,truck
8351,bird
8352,dog
8353,horse
8354,deer
8355,truck
8356,automobile
8357,airplane
8358,airplane
8359,bird
8360,horse
8361,ship
8362,horse
8363,dog
8364,truck
8365,frog
8366,automobile
8367,frog
8368,frog
8369,frog
8370,frog
8371,bird
8372,automobile
8373,ship
8374,deer
8375,deer
8376,horse
8377,ship
8378,cat
8379,ship
8380,truck
8381,deer
8382,cat
8383,bird
8384,bird
8385,automobile
8386,cat
8387,airplane
8388,automobile
8389,automobile
8390,automobile
8391,automobile
8392,frog
8393,ship
8394,truck
8395,automobile
8396,bird
8397,airplane
8398,frog
8399,dog
8400,airplane
8401,cat
8402,airplane
8403,frog
8404,bird
8405,bird
8406,truck
8407,ship
8408,frog
8409,ship
8410,cat
8411,ship
8412,bird
8413,automobile
8414,frog
8415,airplane
8416,frog
8417,automobile
8418,ship
8419,horse
8420,frog
8421,bird
8422,bird
8423,frog
8424,dog
8425,frog
8426,truck
8427,bird
8428,frog
8429,deer
8430,truck
8431,ship
8432,dog
8433,cat
8434,truck
8435,cat
8436,dog
8437,horse
8438,automobile
8439,ship
8440,dog
8441,ship
8442,frog
8443,horse
8444,dog
8445,automobile
8446,cat
8447,airplane
8448,frog
8449,automobile
8450,truck
8451,horse
8452,frog
8453,truck
8454,bird
8455,automobile
8456,deer
8457,deer
8458,dog
8459,truck
8460,ship
8461,horse
8462,bird
8463,automobile
8464,frog
8465,truck
8466,horse
8467,cat
8468,frog
8469,dog
8470,ship
8471,automobile
8472,bird
8473,airplane
8474,deer
8475,truck
8476,airplane
8477,dog
8478,dog
8479,deer
8480,cat
8481,cat
8482,automobile
8483,airplane
8484,airplane
8485,airplane
8486,deer
8487,bird
8488,truck
8489,automobile
8490,frog
8491,bird
8492,truck
8493,bird
8494,automobile
8495,automobile
8496,airplane
8497,deer
8498,automobile
8499,truck
8500,deer
8501,ship
8502,automobile
8503,automobile
8504,automobile
8505,dog
8506,truck
8507,airplane
8508,automobile
8509,frog
8510,horse
8511,bird
8512,truck
8513,truck
8514,horse
8515,ship
8516,ship
8517,automobile
8518,truck
8519,horse
8520,ship
8521,truck
8522,automobile
8523,frog
8524,frog
8525,cat
8526,dog
8527,automobile
8528,cat
8529,airplane
8530,ship
8531,ship
8532,automobile
8533,frog
8534,frog
8535,horse
8536,truck
8537,airplane
8538,horse
8539,frog
8540,deer
8541,ship
8542,cat
8543,airplane
8544,frog
8545,frog
8546,ship
8547,frog
8548,frog
8549,automobile
8550,automobile
8551,ship
8552,frog
8553,horse
8554,airplane
8555,dog
8556,deer
8557,cat
8558,bird
8559,automobile
8560,horse
8561,ship
8562,bird
8563,airplane
8564,automobile
8565,horse
8566,airplane
8567,ship
8568,horse
8569,frog
8570,frog
8571,horse
8572,airplane
8573,airplane
8574,frog
8575,truck
8576,airplane
8577,frog
8578,dog
8579,automobile
8580,dog
8581,ship
8582,frog
8583,ship
8584,automobile
8585,truck
8586,frog
8587,horse
8588,frog
8589,cat
8590,airplane
8591,frog
8592,airplane
8593,automobile
8594,cat
8595,automobile
8596,automobile
8597,dog
8598,frog
8599,deer
8600,cat
8601,cat
8602,ship
8603,automobile
8604,automobile
8605,frog
8606,automobile
8607,ship
8608,ship
8609,frog
8610,bird
8611,horse
8612,deer
8613,frog
8614,ship
8615,truck
8616,cat
8617,bird
8618,cat
8619,horse
8620,bird
8621,automobile
8622,deer
8623,automobile
8624,truck
8625,dog
8626,automobile
8627,horse
8628,horse
8629,horse
8630,dog
8631,bird
8632,ship
8633,bird
8634,frog
8635,frog
8636,frog
8637,deer
8638,airplane
8639,horse
8640,automobile
8641,horse
8642,frog
8643,airplane
8644,airplane
8645,automobile
8646,bird
8647,deer
8648,automobile
8649,bird
8650,bird
8651,deer
8652,truck
8653,ship
8654,bird
8655,ship
8656,horse
8657,frog
8658,cat
8659,deer
8660,horse
8661,bird
8662,cat
8663,automobile
8664,dog
8665,cat
8666,ship
8667,deer
8668,cat
8669,deer
8670,truck
8671,deer
8672,horse
8673,truck
8674,automobile
8675,horse
8676,ship
8677,dog
8678,automobile
8679,ship
8680,cat
8681,bird
8682,dog
8683,horse
8684,bird
8685,horse
8686,truck
8687,frog
8688,ship
8689,frog
8690,ship
8691,frog
8692,dog
8693,truck
8694,airplane
8695,deer
8696,ship
8697,dog
8698,frog
8699,dog
8700,frog
8701,ship
8702,truck
8703,deer
8704,ship
8705,frog
8706,horse
8707,bird
8708,horse
8709,automobile
8710,horse
8711,deer
8712,automobile
8713,bird
8714,deer
8715,bird
8716,bird
8717,ship
8718,horse
8719,bird
8720,airplane
8721,frog
8722,horse
8723,horse
8724,frog
8725,ship
8726,truck
8727,truck
8728,frog
8729,dog
8730,bird
8731,truck
8732,ship
8733,horse
8734,bird
8735,bird
8736,cat
8737,horse
8738,deer
8739,cat
8740,bird
8741,automobile
8742,truck
8743,automobile
8744,automobile
8745,dog
8746,cat
8747,bird
8748,frog
8749,truck
8750,truck
8751,automobile
8752,cat
8753,horse
8754,cat
8755,frog
8756,bird
8757,frog
8758,truck
8759,horse
8760,ship
8761,airplane
8762,ship
8763,truck
8764,automobile
8765,bird
8766,dog
8767,horse
8768,bird
8769,airplane
8770,frog
8771,frog
8772,automobile
8773,frog
8774,cat
8775,automobile
8776,dog
8777,airplane
8778,airplane
8779,deer
8780,deer
8781,frog
8782,dog
8783,frog
8784,deer
8785,ship
8786,cat
8787,deer
8788,dog
8789,dog
8790,airplane
8791,frog
8792,frog
8793,horse
8794,dog
8795,airplane
8796,truck
8797,truck
8798,frog
8799,automobile
8800,airplane
8801,deer
8802,frog
8803,horse
8804,frog
8805,truck
8806,bird
8807,frog
8808,frog
8809,ship
8810,bird
8811,automobile
8812,airplane
8813,automobile
8814,truck
8815,automobile
8816,horse
8817,deer
8818,cat
8819,airplane
8820,bird
8821,horse
8822,frog
8823,deer
8824,cat
8825,automobile
8826,ship
8827,horse
8828,airplane
8829,airplane
8830,truck
8831,frog
8832,frog
8833,frog
8834,ship
8835,horse
8836,bird
8837,automobile
8838,ship
8839,automobile
8840,bird
8841,bird
8842,frog
8843,ship
8844,dog
8845,bird
8846,frog
8847,deer
8848,horse
8849,truck
8850,truck
8851,airplane
8852,horse
8853,bird
8854,deer
8855,deer
8856,airplane
8857,truck
8858,frog
8859,bird
8860,bird
8861,cat
8862,airplane
8863,dog
8864,truck
8865,horse
8866,automobile
8867,ship
8868,deer
8869,frog
8870,dog
8871,truck
8872,ship
8873,dog
8874,bird
8875,ship
8876,airplane
8877,automobile
8878,ship
8879,truck
8880,automobile
8881,frog
8882,cat
8883,ship
8884,airplane
8885,cat
8886,horse
8887,deer
8888,ship
8889,deer
8890,ship
8891,truck
8892,ship
8893,frog
8894,airplane
8895,airplane
8896,ship
8897,bird
8898,airplane
8899,deer
8900,bird
8901,horse
8902,frog
8903,airplane
8904,dog
8905,ship
8906,deer
8907,automobile
8908,truck
8909,airplane
8910,automobile
8911,deer
8912,deer
8913,ship
8914,deer
8915,truck
8916,frog
8917,airplane
8918,horse
8919,deer
8920,frog
8921,ship
8922,truck
8923,frog
8924,bird
8925,airplane
8926,deer
8927,truck
8928,deer
8929,truck
8930,cat
8931,truck
8932,bird
8933,frog
8934,horse
8935,airplane
8936,truck
8937,horse
8938,automobile
8939,ship
8940,horse
8941,airplane
8942,frog
8943,horse
8944,horse
8945,automobile
8946,truck
8947,deer
8948,frog
8949,horse
8950,truck
8951,ship
8952,cat
8953,truck
8954,bird
8955,automobile
8956,bird
8957,frog
8958,frog
8959,automobile
8960,bird
8961,airplane
8962,dog
8963,frog
8964,airplane
8965,deer
8966,frog
8967,bird
8968,ship
8969,ship
8970,airplane
8971,frog
8972,truck
8973,dog
8974,bird
8975,ship
8976,horse
8977,ship
8978,frog
8979,dog
8980,truck
8981,deer
8982,bird
8983,dog
8984,frog
8985,truck
8986,frog
8987,bird
8988,bird
8989,deer
8990,automobile
8991,airplane
8992,dog
8993,truck
8994,ship
8995,truck
8996,horse
8997,dog
8998,truck
8999,cat
9000,ship
9001,automobile
9002,frog
9003,cat
9004,horse
9005,dog
9006,frog
9007,bird
9008,airplane
9009,bird
9010,ship
9011,bird
9012,ship
9013,horse
9014,horse
9015,ship
9016,automobile
9017,airplane
9018,ship
9019,truck
9020,horse
9021,airplane
9022,cat
9023,ship
9024,airplane
9025,dog
9026,truck
9027,dog
9028,ship
9029,truck
9030,bird
9031,airplane
9032,truck
9033,bird
9034,deer
9035,horse
9036,deer
9037,truck
9038,bird
9039,frog
9040,dog
9041,dog
9042,automobile
9043,cat
9044,bird
9045,airplane
9046,airplane
9047,deer
9048,truck
9049,frog
9050,cat
9051,ship
9052,airplane
9053,dog
9054,ship
9055,frog
9056,deer
9057,ship
9058,dog
9059,cat
9060,truck
9061,horse
9062,truck
9063,horse
9064,automobile
9065,airplane
9066,automobile
9067,automobile
9068,frog
9069,truck
9070,bird
9071,horse
9072,truck
9073,deer
9074,deer
9075,airplane
9076,frog
9077,bird
9078,deer
9079,automobile
9080,dog
9081,horse
9082,cat
9083,ship
9084,dog
9085,truck
9086,airplane
9087,cat
9088,cat
9089,cat
9090,bird
9091,horse
9092,frog
9093,cat
9094,bird
9095,dog
9096,truck
9097,airplane
9098,dog
9099,truck
9100,truck
9101,ship
9102,deer
9103,horse
9104,deer
9105,ship
9106,frog
9107,bird
9108,bird
9109,cat
9110,automobile
9111,airplane
9112,deer
9113,automobile
9114,ship
9115,ship
9116,deer
9117,truck
9118,deer
9119,deer
9120,deer
9121,cat
9122,truck
9123,bird
9124,airplane
9125,automobile
9126,automobile
9127,ship
9128,deer
9129,deer
9130,ship
9131,cat
9132,frog
9133,truck
9134,dog
9135,horse
9136,frog
9137,bird
9138,dog
9139,deer
9140,horse
9141,cat
9142,cat
9143,truck
9144,airplane
9145,automobile
9146,dog
9147,truck
9148,dog
9149,horse
9150,frog
9151,airplane
9152,deer
9153,bird
9154,bird
9155,dog
9156,frog
9157,cat
9158,ship
9159,truck
9160,dog
9161,frog
9162,automobile
9163,deer
9164,dog
9165,deer
9166,frog
9167,horse
9168,bird
9169,automobile
9170,truck
9171,bird
9172,airplane
9173,deer
9174,truck
9175,ship
9176,cat
9177,truck
9178,automobile
9179,automobile
9180,dog
9181,airplane
